Published Date,Project Type,Project Type Name,Budget Line,Budget Line Title,Funding Type,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount
20210114,HD,HOUSING & DEVELOPMENT,HD K020,"NEW CONSTRUCTION - LOW AND MODERATE-MIDDLE INCOME PROGRAMS, BROOKLYN",C,2022,0,250000,0,0
20210114,HD,HOUSING & DEVELOPMENT,HD K082,AUTO / OTHER PURCHASES,C,2022,569,0,0,0
20210114,HD,HOUSING & DEVELOPMENT,HD MN503,SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT CORPORATION,C,2022,800000,0,0,0
20210114,HD,HOUSING & DEVELOPMENT,HD MN512,"ASIAN AMERICANS FOR EQUALITY, INC. (AAFE)",C,2022,100000,0,0,0
20210114,HD,HOUSING & DEVELOPMENT,HD M169,"CONS,RECO,IMPRV,SITE WK TO RESIDENTIAL & COMMERCIAL PROP, MANHATTAN",C,2022,0,35600,0,0
20210114,HD,HOUSING & DEVELOPMENT,HD R130,"SMALL HOMES RECON LOANS, PRIVATE SMALL RESIDENTIAL BLDGS, STATEN ISLAN",C,2022,400000,0,0,0
20210114,HD,HOUSING & DEVELOPMENT,HD XN744,L & M DEVELOPMENT PARTNERS INC,C,2022,500000,0,0,0
20210114,HD,HOUSING & DEVELOPMENT,HD 0001,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM,C,2022,93019003,56021000,28780000,38386000
20210114,HD,HOUSING & DEVELOPMENT,HD 0004,VERY LOW-INCOME AND EXTREMELY LOW-INCOME HOUSING,C,2022,275988358,224564000,229255000,103572000
20210114,HD,HOUSING & DEVELOPMENT,HD 0005,MULTIFAMILY PRESERVATION LOAN PROGRAM,C,2022,0,0,9893730,14588000
20210114,HD,HOUSING & DEVELOPMENT,HD 0007,HPD GREEN PROGRAM,C,2022,0,14247412,0,0
20210114,HD,HOUSING & DEVELOPMENT,HD 0009,ARTICLE 7A FOR ANTI-ABANDONMENT,C,2022,5818864,5520000,5631000,5743000
20210114,HD,HOUSING & DEVELOPMENT,HD 0010,LOW INCOME HOUSING TAX CREDIT (LIHTC) PROJECTS,C,2022,50294905,107528000,119481000,45350000
20210114,HD,HOUSING & DEVELOPMENT,HD 0051,"SMALL HOMES DEVELOPMENT, SCATTER SITE",C,2022,0,0,0,3428238
20210114,HD,HOUSING & DEVELOPMENT,HD 0090,COMPUTER PURCHASES AND UPGRADE,C,2022,0,0,0,9686616
20210114,AG,DEPARTMENT FOR THE AGING,AG 0001,"IMPROVEMENTS TO PROPERTY USED BY DEPARTMENT FOR THE AGING, CITYWIDE",C,2022,0,0,8425274,2580000
20210114,AG,DEPARTMENT FOR THE AGING,AG 0002,"PURCHASE OF AUTOS, COMPUTERS, OTHER EQUIP FOR THE AGING, CITYWIDE",C,2022,0,0,0,6143998
20210114,BR,WATERWAY BRIDGES,BR 0231,"QUEENSBORO BRIDGE, REHABILITATION",C,2022,0,0,0,86062579
20210114,BR,WATERWAY BRIDGES,BR 0253,RECONSTRUCTION OF WILLIAMSBURG BRIDGE,C,2022,14968921,0,0,1000
20210114,BR,WATERWAY BRIDGES,BR 0270,REHABILITATION OF BROOKLYN BRIDGE,C,2022,0,0,33852371,35001000
20210114,C,CORRECTION,C  0075,"CORRECTION FACILITIES, CONSTRUCTION, RECONS & IMPROVEMENTS, CITYWIDE",C,2022,0,0,0,324342374
20210114,C,CORRECTION,C  0112,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF CORRECTION,C,2022,2328982,4160000,4353000,4664000
20210114,C,CORRECTION,C  0114,"ACQUISITION, CONSTR., ETC. SUPPLEMENTARY HOUS. PROG. AND SUPPORT FACIL",C,2022,543748015,1288350000,1950951000,2002400000
20210114,C,CORRECTION,C  0130,"RECONS., CONST., IMPROV., RIKERS IS, P HSE., INCL. EQUIP, ACQ AND RECO",C,2022,557261,0,0,0
20210114,HD,HOUSING & DEVELOPMENT,HD 0107,ARTICLE 8A LOAN PROGRAM,C,2022,38770077,20588000,17838000,48088000
20210114,HD,HOUSING & DEVELOPMENT,HD 0110,"PARTICIPATION LOAN PROGRAM (PLP), REHAB",C,2022,248063091,139227000,142478000,76371000
20210114,HD,HOUSING & DEVELOPMENT,HD 0157,ASSOCIATED COSTS - OTHER SITES,C,2022,0,0,0,509631
20210114,HD,HOUSING & DEVELOPMENT,HD 0161,"SPRING CREEK, ASSOC. COSTS, BROOKLYN",C,2022,467518,0,0,9527000
20210114,HD,HOUSING & DEVELOPMENT,HD 0200,"THIRD PARTY TRANSFER PROGRAMS, LL #37, CITYWIDE",C,2022,0,38532872,46482000,47412000
20210114,HD,HOUSING & DEVELOPMENT,HD 0201,"ASSISTED LIVING AND SENIOR HOUSING, CITYWIDE",C,2022,107736592,157000000,27360000,34461000
20210114,HD,HOUSING & DEVELOPMENT,HD 0207,"HUD MULTI-FAMILY PROGRAM, CITYWIDE",C,2022,0,0,0,31712427
20210114,HD,HOUSING & DEVELOPMENT,HD 0212,LOW INCOME RENTAL PROGRAM,C,2022,453068872,167188000,229252000,21017000
20210114,HD,HOUSING & DEVELOPMENT,HD 0213,MIXED INCOME RENTAL - LOW,C,2022,165633610,94479000,95319000,49414000
20210114,HD,HOUSING & DEVELOPMENT,HD 0215,MULTIFAMILY HOMEOWNERSHIP PROGRAM,C,2022,0,0,447755,1493000
20210114,HD,HOUSING & DEVELOPMENT,HD 0222,SUPPORTIVE HOUSING,C,2022,75321207,49890000,108000000,156081000
20210114,HD,HOUSING & DEVELOPMENT,HD 0223,"SMALL HOMES DEVELOPMENT, LARGE SITES",C,2022,0,0,0,9707000
20210114,HH,HOMELESS SERVICES,HH M112,"FACILITIES FOR THE HOMELESS, MANHATTAN",C,2022,1000,0,0,0
20210114,HH,HOMELESS SERVICES,HH 0105,PURCHASE OF EQUIPMENT FOR USE BY THE DEPARTMENT OF HOMELESS SERVICES,C,2022,0,0,3022226,4632000
20210114,HH,HOMELESS SERVICES,HH 0112,CONGREGATE FACILITIES FOR HOMELESS SINGLE ADULTS,C,2022,0,12632811,62264000,88622000
20210114,HH,HOMELESS SERVICES,HH 0115,CONGREGATE FACILITIES FOR HOMELESS FAMILIES,C,2022,0,14572367,22946000,27922000
20210114,HL,HEALTH,HL QN201,NEW YORK BLOOD CENTER,C,2022,0,450,0,0
20210114,HL,HEALTH,HL QN305,NEW YORK AND PRESBYTERIAN HOSPITAL,C,2022,0,195,0,0
20210114,HL,HEALTH,HL RN404,STATEN ISLAND UNIVERSITY HOSPITAL,C,2022,0,1052,0,0
20210114,HL,HEALTH,HL 0082,"IMPROVEMENTS TO HEALTH FACILITIES, CITYWIDE",C,2022,63400679,226760000,228029000,203561000
20210114,HL,HEALTH,HL 0083,"IMPROVEMENTS TO MEDICAL EXAMINER FACILITIES, CITYWIDE",C,2022,0,3748244,3475000,10521000
20210114,HN,HIGHER EDUCATION,HN K001,"MEDGAR EVERS COLLEGE, BROOKLYN",C,2022,0,0,352,0
20210114,HN,HIGHER EDUCATION,HN K300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, BROOKLYN",C,2022,0,0,0,607
20210114,HN,HIGHER EDUCATION,HN M300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, MANHATTAN",C,2022,0,0,0,878993
20210114,HN,HIGHER EDUCATION,HN X002,"COMMUNITY COLLEGES IMPROVEMENTS, BRONX",C,2022,0,0,0,105380
20210114,HN,HIGHER EDUCATION,HN 0206,"CONSTRUCTION AND IMPROVEMENTS TO CUNY COMMUNITY COLLEGES, CITYWIDE",C,2022,0,0,18916010,102474000
20210114,HN,HIGHER EDUCATION,HN 0300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, CITYWIDE",C,2022,0,77250,0,74900000
20210114,HO,HEALTH & HOSPITALS CORP.,HO K001,"HOSPITALS, IMPROVEMENTS, BROOKLYN",C,2022,0,0,1000,0
20210114,HO,HEALTH & HOSPITALS CORP.,HO K005,"PURCHASE OF EQUIPMENT HHC, BROOKLYN",C,2022,357435,0,142000,0
20210114,HO,HEALTH & HOSPITALS CORP.,HO M001,"HOSPITALS, IMPROVEMENTS, MANHATTAN",C,2022,99379,0,0,0
20210114,HO,HEALTH & HOSPITALS CORP.,HO X002,"PURCHASE OF EQUIPMENT FOR HHC, THE BRONX",C,2022,943019,0,101000,0
20210114,HO,HEALTH & HOSPITALS CORP.,HO 0214,"HOSPITALS, IMPROVEMENTS",C,2022,47851935,193718000,117366000,166009000
20210114,HO,HEALTH & HOSPITALS CORP.,HO 0341,"CORRECTIONAL HEALTH SERVICES, IMPROVEMENTS",C,2022,0,223000000,41000000,0
20210114,HO,HEALTH & HOSPITALS CORP.,HO 0410,"EMERGENCY MEDICAL SERVICES, EQUIPMENT",C,2022,59070728,40077000,27856000,34967000
20210114,HR,HUMAN RESOURCES,HR KN153,FEDERATION OF ITALIAN AMERICAN ORGANIZATIONS,C,2022,0,0,12000,0
20210114,HR,HUMAN RESOURCES,HR MN833,CENTER FOR ALTERNATIVE SENTENCING AND EMPLOYMENT SERVICES,C,2022,0,274,0,0
20210114,HR,HUMAN RESOURCES,HR QN942,EMERALD ISLE IMMIGRATION CENTER INC.,C,2022,122,0,0,0
20210114,HR,HUMAN RESOURCES,HR XN929,NEW YORK COMMON PANTRY,C,2022,36,0,0,0
20210114,HR,HUMAN RESOURCES,HR 0025,IMPROVEMENTS OF STRUCTURES FOR USE BY DEPARTMENT OF SOCIAL SERVICES,C,2022,0,0,0,13167627
20210114,HR,HUMAN RESOURCES,HR 0109,PURCHASE OF EQUIPMENT FOR USE BY HUMAN RESOURCES,C,2022,0,4000,220000,192000
20210114,HR,HUMAN RESOURCES,HR 0110,COMMUNICATION SYSTEM DEVELOPMENT,C,2022,0,325437,1481000,3366000
20210114,HW,HIGHWAYS,HW 0001,"CONSTRUCTION, RECONSTRUCTION OF HIGHWAYS, RESURFACING OF STREETS",C,2022,0,0,16444677,24400000
20210114,HW,HIGHWAYS,HW 0001K,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",C,2022,0,60844089,22187000,203930000
20210114,HW,HIGHWAYS,HW 0001M,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS ETC., MANHATTAN",C,2022,55656978,17571000,12467000,27297000
20210114,HW,HIGHWAYS,HW 0001Q,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., QUEENS",C,2022,0,47803763,15046000,152468000
20210114,HW,HIGHWAYS,HW 0001R,"CONSTRUCTION AND RECONSTRUCTION OF HIGHWAYS, ETC., S.I.",C,2022,0,9741248,17157000,20096000
20210114,HW,HIGHWAYS,HW 0001X,"HIGHWAY REPAVING, BRONX",C,2022,0,0,23239145,65638000
20210114,HW,HIGHWAYS,HW 0002M,"RESURFACING OF STREETS, MANHATTAN",C,2022,0,2136556,8394000,8671000
20210114,HW,HIGHWAYS,HW 0003,IMPROVEMENTS TO HIGHWAY DEPARTMENT FACILITIES,C,2022,0,10670792,176738000,12002000
20210114,HW,HIGHWAYS,HW 0061,LAND ACQUISITION FOR STREETS & SEWERS,C,2022,0,0,15082190,1685000
20210114,HW,HIGHWAYS,HW 0121,"GRADE AND PAVE SOUTH JAMAICA AREA, ETC.",C,2022,27467000,0,0,0
20210114,HW,HIGHWAYS,HW 0200,SIDEWALK CONSTRUCTION,C,2022,0,104695084,243314000,163028000
20210114,HW,HIGHWAYS,HW 0211,REHABILITATION OF STEP STREETS,C,2022,185137,407000,1040000,0
20210114,HW,HIGHWAYS,HW 0274,"GRADE, PAVE, ETC. BROOKVILLE BOULEVARD, ETC.",C,2022,0,31276829,0,0
20210114,HW,HIGHWAYS,HW 0348,"ENGR., ARCH., ADMIN. COSTS FOR HIGHWAY OPERATIONS CAPITAL PROJECTS",C,2022,0,0,0,9553850
20210114,HW,HIGHWAYS,HW 0349,REPAVING & RESURFACING STREETS- INHOUSE FORCES,C,2022,153534294,123358000,128736000,132918000
20210114,HW,HIGHWAYS,HW 0411,"GRADE, PAVE, ETC. 94TH STREET, ETC.",C,2022,1083830,0,0,0
20210114,HW,HIGHWAYS,HW 0631,"PAVE SOMERVILLE AREA, ROCKAWAY, QUEENS",C,2022,0,184999,0,0
20210114,HW,HIGHWAYS,HW 0700,RECONSTRUCTION COLUMBIA ST. FROM ATLANTIC AVE. TO HAMILTON AVE BKLYN.,C,2022,0,930388,0,0
20210114,HW,HIGHWAYS,HW 0710,RECONSTRUCTION OF PELHAM PARKWAY,C,2022,483604,2000000,0,0
20210114,HW,HIGHWAYS,HW 0724,"RECONSTRUCTION OF BROOKVILLE BOULEVARD, QUEENS",C,2022,0,0,6508433,0
20210114,HW,HIGHWAYS,HW 0876,"RECONSTRUCTION OF WYCKOFF AVENUE, BROOKLYN",C,2022,0,0,0,12020648
20210114,HW,HIGHWAYS,HW 0988,"HAZARD ELIMINATION PROGRAM, CITY WIDE",C,2022,0,12947050,0,38965000
20210114,HW,HIGHWAYS,HW 1140,"RECONST. ARTHUR KILL RD., W/O BLOOMNGDALE RD. TO BENTLEY ST., S.I.",C,2022,0,0,0,12821022
20210114,HW,HIGHWAYS,HW 1684,"CONSTRUCTION OF STREETS, MALLS, SQUARES, TRIANGLES, PLANYC",C,2022,42857641,53483000,0,74558000
20210114,LB,BROOKLYN PUBLIC LIBRARY,LB 0104,"CONSTRUCTION, SITE ACQUISITION AND F&E TO BRANCH LIBRARIES, BROOKLYN",C,2022,0,8391979,29851000,55096000
20210114,LB,BROOKLYN PUBLIC LIBRARY,LB 0107,"CONSTRUCTION, SITE ACQUISITION AND F&E FOR BCM / BROWER PARK LIBRARY",C,2022,2010000,0,0,0
20210114,LN,NEW YORK PUBLIC LIBRARY,LN 0008,"CONS, SITE AQUISITION AND F&E FOR NYPL FACILITIES CITYWIDE",C,2022,0,35352983,6008000,10501000
20210114,LN,NEW YORK PUBLIC LIBRARY,LN 0101R,"CONS, SITE AQUISITION & F&E, ALL NYPL FACILITIES, S.I. & SYSTEMWIDE",C,2022,0,0,0,4999
20210114,LN,NEW YORK PUBLIC LIBRARY,LN 0101X,"CONS, SITE AQUISITION & F&E, ALL NYPL FACILITIES, BX. & SYSTEMWIDE",C,2022,0,49153,0,6000
20210114,LQ,QUEENS BOROUGH PUB. LIB.,LQ 0122,"IMPROVEMENT OF BRANCHES INCLUDING FURNITURE AND EQUIPMENT, QUEENS",C,2022,0,0,3366035,66676000
20210114,P,PARKS,P  M056,"ACQUISITION OF PROPERTY FOR PLAYGROUNDS AND PARKS, MANHATTAN",C,2022,4399,0,0,0
20210114,P,PARKS,P  M245,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, MAN.",C,2022,0,98840,487000,0
20210114,P,PARKS,P  Q126,"FRANK GOLDEN PARK, QUEENS",C,2022,585,0,0,0
20210114,P,PARKS,P  Q245,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, QUEENS",C,2022,0,0,15421608,0
20210114,P,PARKS,P  X003,"PURCHASE OF EQUIPMENT FOR THE DEPT. OF PARKS AND RECREATION, THE BRONX",C,2022,758,0,0,0
20210114,P,PARKS,P  0007,CONEY ISLAND BOARDWALK IMPROVEMENTS,C,2022,0,0,0,7999998
20210114,P,PARKS,P  0013,FLUSHING MEADOW PARK DEVELOPMENT,C,2022,174445,0,11211000,22800000
20210114,P,PARKS,P  0056,ACQUISITION OF PROPERTY FOR PLAYGROUNDS AND PARKS,C,2022,0,0,0,622000
20210114,P,PARKS,P  0087,DEVELOPMENT OF KISSENA CORRIDOR PARK,C,2022,405315,0,0,0
20210114,P,PARKS,P  0245K,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRKLYN",C,2022,0,0,51334859,56516000
20210114,P,PARKS,P  0245M,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, MAN.",C,2022,0,3540407,16939000,0
20210114,P,PARKS,P  0245Q,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, QUEENS",C,2022,0,50703060,20674000,78751000
20210114,P,PARKS,P  0245R,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, S.I.",C,2022,1581047,0,0,0
20210114,P,PARKS,P  0245X,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRONX",C,2022,0,0,13830327,18274000
20210114,P,PARKS,P  0379,"ROCKAWAY BEACH, CONEY ISLAND, ETC. SHORE IMPROVEMENTS",C,2022,1999999,0,0,0
20210114,P,PARKS,P  0380,"RIVERSIDE PARK, MANHATTAN, GENERAL REHABILITATION.",C,2022,955289,43000,0,0
20210114,P,PARKS,P  0412,"PROSPECT PARK, IMPROVEMENTS",C,2022,0,2286000,0,0
20210114,P,PARKS,P  0501,CITYWIDE WATERFRONT INFRASTRUCTURE PROGRAM,C,2022,0,0,899406,37155000
20210114,P,PARKS,P  0504,"OCEAN BREEZE, RECONSTRUCTION, STATEN ISLAND",C,2022,189997,0,0,0
20210114,P,PARKS,P  0505,COMFORT STATIONS AND BUILDINGS CITYWIDE,C,2022,5015795,19580000,7776000,4343000
20210114,P,PARKS,P  0506,RECREATION CENTER AND NATURE CENTERS CITYWIDE,C,2022,0,0,0,459298481
20210114,P,PARKS,P  0507,DREIER OFFERMAN PARK DEVELOPMENT,C,2022,2354210,0,0,0
20210114,P,PARKS,P  0508,DPR OWNED BRIDGES CITYWIDE,C,2022,162943316,2043000,79575000,173790000
20210114,P,PARKS,P  0510,"SYNTHETIC TURF FIELDS, CITYWIDE",C,2022,1642090,23700000,0,0
20210114,P,PARKS,P  0568,"SAINT MARY'S PARK, REHABILITATION",C,2022,372128,0,0,0
20210114,P,PARKS,P  0704,CONSTRUCTION AND RECONSTRUCTION OF DEPARTMENTAL FACILITIES,C,2022,7667076,0,40245000,20149000
20210114,P,PARKS,P  0705,CONSTRUCTION AND RECONSTRUCTION RELATED TO PLANYC,C,2022,0,559040,0,0
20210114,P,PARKS,P  0715,"ORCHARD BEACH, EXPANSION",C,2022,0,26914935,0,0
20210114,P,PARKS,P  0801,CLAREMONT PARK REHABILITATION,C,2022,0,0,1450000,0
20210114,P,PARKS,P  0819,"MCCARREN PARK, RENOVATION AND IMPROVEMENTS",C,2022,19682,0,5590000,0
20210114,P,PARKS,P  0822,"STREET AND PARK TREE PLANTING, CITYWIDE",C,2022,4443972,25770000,0,26375000
20210114,P,PARKS,P  0828,RECONSTRUCTION OF BATTERY PARK SEA WALL,C,2022,165000,0,0,0
20210114,P,PARKS,P  0848,ASTORIA PARK REHABILIATATION.,C,2022,0,3238415,0,0
20210114,P,PARKS,P  0861,RENOVATION OF FORT WASHINGTON PARK,C,2022,1856999,0,0,0
20210114,P,PARKS,P  0887,"CITY ZOOS, CITYWIDE",C,2022,0,4806600,383000,13409000
20210114,P,PARKS,P  0896,"REHABILITATION OF UPPER HIGHLAND PARK, QUEENS",C,2022,0,129000,6519000,0
20210114,P,PARKS,P  0926,"TOMPKINS SQUARE PARK, RENOVATION, MANHATTAN",C,2022,0,0,4940000,0
20210114,P,PARKS,P  0931,"COMMUNICATION SYSTEM DEVELOPMENT, CITY-WIDE",C,2022,0,0,443000,185000
20210114,P,PARKS,P  0933,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF PARKS AND RECREATION,C,2022,0,0,0,32110878
20210114,P,PARKS,P  0935,"SOUTH BEACH BOARDWALK, RECONSTRUCTION, S.I.",C,2022,0,180000,0,0
20210114,P,PARKS,P  0936,"CUNNINGHAM PARK, RECONSTRUCTION, QUEENS",C,2022,0,3290000,0,0
20210114,P,PARKS,P  0938,"EVERGREEN PARK, RECONSTRUCTION, QUEENS",C,2022,0,0,0,499999
20210114,P,PARKS,P  0950,COMPUTER EQUIPMENT,C,2022,246466,1644000,0,17156000
20210114,P,PARKS,P  0956,"DYKER BEACH PARK, RECONSTRUCTION, BROOKLYN",C,2022,2114360,0,0,0
20210114,P,PARKS,P  0973,RECONSTRUCTION OF SHORE ROAD PARK,C,2022,209686,0,0,0
20210114,P,PARKS,P  0977,RECONSTRUCTION OF COMMODORE BARRY PARK,C,2022,0,0,0,6671000
20210114,P,PARKS,P  0990,RECONSTRUCTION OF ASTORIA PARK POOL,C,2022,0,0,0,16982000
20210114,P,PARKS,P  1008,"RECONST., INTERMEDIATE POOLS, EQUIPMENT, AND BATHHOUSES",C,2022,0,1503083,4304000,12846000
20210114,P,PARKS,P  1018,"PARK IMPROVEMENTS, ALL BOROUGHS.",C,2022,71020685,75932000,354576000,337796000
20210114,P,PARKS,P  1072,"KELLY PARK,RECONSTRUCTION,BROOKLYN",C,2022,924997,0,0,0
20210114,P,PARKS,P  1095,"BARRIER RECONSTRUCTION, CITYWIDE",C,2022,1910138,7385000,0,0
20210114,P,PARKS,P  1130,"CONSTRUCT AND RECONSTRUCT SHORE PKWY BIKE PATHS, BROOKLYN",C,2022,0,34500,0,0
20210114,P,PARKS,P  1141,"GRAND ARMY PLAZA RECONSTRUCTION, BROOKLYN",C,2022,0,7626000,0,0
20210114,P,PARKS,P  1245,"RECONSTRUCTION, WATERFRONT PARKS & PLAYGROUNDS, CITY WIDE",C,2022,0,5153149,1469000,22152000
20210114,P,PARKS,P  1246,HUDSON RIVER TRUST,C,2022,4699854,0,0,23000000
20210114,P,PARKS,P  1249,"CONSTRUCTION & RECONSTRUCTION OF ROOFING SYSTEMS, CITYWIDE",C,2022,0,0,4989328,1615000
20210114,P,PARKS,P  1250,"RECONSTRUCTION/REPLACEMENT OF HVAC AND BOILERS, CITYWIDE",C,2022,599571,12862000,6084000,24003000
20210114,P,PARKS,P  1300,"IMPROVEMENTS TO CENTRAL PARK, MANHATTAN",C,2022,0,0,14086000,48175000
20210114,P,PARKS,P  1321,"FRESH KILLS PARK, STATEN ISLAND",C,2022,5337995,0,5200000,34913000
20210114,P,PARKS,P  1329,RETAINING WALLS AND SEAWALLS,C,2022,0,6808911,2292000,6726000
20210114,P,PARKS,P  1331,SIDEWALKS AND TREES,C,2022,8770184,0,0,0
20210114,PO,POLICE,PO Q185,"PURCHASE AND INSTALLATION OF EQUIPMENT, QUEENS",C,2022,79996,0,0,0
20210114,PO,POLICE,PO 0046,ULTRA HIGH FREQUENCY RADIO TELEPHONE EQUIPMENT,C,2022,6677150,0,0,29697000
20210114,PO,POLICE,PO 0079,"IMPROVEMENTS TO POLICE DEPARTMENT PROPERTY, CITYWIDE",C,2022,66332280,102793000,30146000,202633000
20210114,PO,POLICE,PO 0111,MARINE LAUNCHES FOR HARBOR UNIT,C,2022,0,0,337200,3279000
20210114,PO,POLICE,PO 0141,NEW 40TH PRECINCT STATION HOUSE,C,2022,284396,0,0,0
20210114,PO,POLICE,PO 0163,ACQUISITION AND INSTALLATION OF COMPUTER EQUIPMENT,C,2022,18958544,5700000,1000000,53118000
20210114,PO,POLICE,PO 0185,"VEHICLES OF AT LEAST $35,000 AFTER NOVEMBER 1, 1999",C,2022,4745949,9922000,4751000,31486000
20210114,PO,POLICE,PO 0187,PURCHASE OF NEW EQUIPMENT FOR POLICE DPT. USE,C,2022,0,0,0,4970698
20210114,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU 0016,"PURCHASE OF ELECTRONIC DATA PROCESSING SOFTWARE, HARDWARE AND INFRA.",C,2022,263569848,169595000,131191000,165765000
20210114,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU 0016A,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR FISA,C,2022,3813166,12000000,11865000,12863000
20210114,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU 0025,ENERGY EFFICIENCY AND SUSTAINABILITY,C,2022,78150525,219517000,313009000,460423000
20210114,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU 0100,CITYWIDE RESILIENCY MEASURES,C,2022,0,262589174,419062000,78448000
20210114,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU 0200,CITYWIDE AGENCY FACILITY AND OPERATIONAL PROTECTIVE MEASURES,C,2022,0,0,0,56486420
20210114,PV,CULTURAL INSTITUTIONS,PV KN028,ISSUE PROJECT ROOM,C,2022,1038,0,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV KN053,BILLIE HOLIDAY THEATER,C,2022,0,0,0,471
20210114,PV,CULTURAL INSTITUTIONS,PV KN072,BROOKLYN HISTORICAL SOCIETY,C,2022,0,417,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV KN767,"ROOFTOP FILMS, INC",C,2022,0,0,101,0
20210114,PV,CULTURAL INSTITUTIONS,PV MN354,ROUNDABOUT THEATRE COMPANY,C,2022,0,78,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV MN409,SYMPHONY SPACE,C,2022,0,225,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV MN794,"AMERICAS SOCIETY, INC.",C,2022,34000,0,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV MN831,"GINA GIBNEY DANCE, INC.",C,2022,0,0,79,0
20210114,PV,CULTURAL INSTITUTIONS,PV MN933,BLOOMINGDALE SCHOOL OF MUSIC,C,2022,0,0,428,0
20210114,PV,CULTURAL INSTITUTIONS,PV QN332,POPPENHUSEN INSTITUTE,C,2022,0,0,1051,0
20210114,PV,CULTURAL INSTITUTIONS,PV QN413,THEATER ET AL INC. D/B/A THE CHOCOLATE FACTORY,C,2022,0,0,396,0
20210114,PV,CULTURAL INSTITUTIONS,PV Q040,FLUSHING TOWN HALL,C,2022,0,0,195,0
20210114,PV,CULTURAL INSTITUTIONS,PV Q050,"MUSEUM OF THE MOVING IMAGE, THE AMERICAN",C,2022,0,0,0,841
20210114,PV,CULTURAL INSTITUTIONS,PV Q274,"HALL OF SCIENCE, FLUSHING MEADOW PARK, ADDITIONS, BETTERMENTS",C,2022,279850,748000,750000,0
20210114,PV,CULTURAL INSTITUTIONS,PV Q501,"P.S.1 (ART INSTITUTE), RECONSTRUCTION AND IMPROVEMENTS",C,2022,0,0,0,24326
20210114,PV,CULTURAL INSTITUTIONS,PV Q502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",C,2022,0,0,0,600
20210114,PV,CULTURAL INSTITUTIONS,PV R302,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",C,2022,269,0,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV XN448,BRONXNET,C,2022,0,0,903,0
20210114,PV,CULTURAL INSTITUTIONS,PV XN678,BRONX COUNCIL ON THE ARTS,C,2022,999,0,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV X467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",C,2022,595,0,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N01L,UNIVERSAL HIP HOP MUSEUM,C,2022,4000000,0,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N028,ISSUE PROJECT ROOM,C,2022,51480,0,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N031,"ARC ON 4TH STREET, INC. (ARTISTS, RESIDENCE, COMMUNITY)",C,2022,0,25929,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N042,BALLET HISPANICO,C,2022,0,0,99000,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N072,BROOKLYN HISTORICAL SOCIETY,C,2022,0,45197,0,0
